,Operación,Provincia,Precio Venta
2552,Alquiler,Girona,304288
2553,Alquiler,Barcelona,2415325
2554,Venta,Barcelona,2091144
2555,Venta,Barcelona,1298500
2556,Alquiler,Barcelona,1470185
2557,Alquiler,Barcelona,1758964
2558,Alquiler,Girona,546440
2559,Venta,Girona,580856
2560,Alquiler,Girona,350610
2561,Venta,Girona,598320
2562,Alquiler,Barcelona,1284045
2563,Venta,Girona,766320
2564,Alquiler,Barcelona,845370
2565,Venta,Barcelona,654885
2566,Venta,Barcelona,914839
2567,Alquiler,Lleida,503478
2568,Alquiler,Girona,390400
2569,Venta,Barcelona,512430
2570,Venta,Tarragona,1127473
2571,Venta,Tarragona,1154101
2572,Venta,Lleida,668748
2573,Venta,Barcelona,2470912
2574,Venta,Lleida,409712
2575,Venta,Barcelona,888941
2576,Alquiler,Lleida,2702220
2577,Alquiler,Tarragona,879870
2578,Alquiler,Girona,2189534
2579,Alquiler,Lleida,375243
2580,Venta,Girona,1061710
2581,Venta,Girona,889608
2582,Alquiler,Barcelona,950615
2583,Alquiler,Barcelona,1016964
2584,Alquiler,Girona,1315648
2585,Alquiler,Lleida,1889748
2586,Venta,Barcelona,1634373
2587,Venta,Barcelona,1559054
2588,Alquiler,Barcelona,949344
2589,Alquiler,Lleida,2682225
2590,Venta,Tarragona,1359579
2591,Venta,Girona,1076250
2592,Alquiler,Girona,891849
2593,Venta,Lleida,1632930
2594,Alquiler,Girona,1039380
2595,Venta,Barcelona,1700994
2596,Venta,Girona,489600
2597,Alquiler,Barcelona,659022
2598,Venta,Lleida,1626779
2599,Venta,Barcelona,485824
2600,Venta,Girona,1021000
2601,Alquiler,Lleida,1095860
2602,Venta,Girona,497546
2603,Venta,Barcelona,670208
2604,Alquiler,Lleida,1550456
2605,Alquiler,Tarragona,1431891
2606,Alquiler,Lleida,1899690
2607,Alquiler,Lleida,931104
2608,Alquiler,Girona,714999
2609,Venta,Barcelona,1365936
2610,Alquiler,Tarragona,1064301
2611,Venta,Girona,598195
2612,Venta,Barcelona,2618364
2613,Venta,Tarragona,1844282
2614,Alquiler,Barcelona,2199995
2615,Alquiler,Lleida,1170300
2616,Alquiler,Barcelona,610740
2617,Venta,Lleida,769860
2618,Alquiler,Barcelona,867783
2619,Alquiler,Lleida,688092
2620,Venta,Tarragona,1476534
2621,Alquiler,Lleida,2874207
2622,Alquiler,Lleida,1002348
2623,Alquiler,Tarragona,395096
2624,Venta,Tarragona,1232927
2625,Venta,Girona,515555
2626,Venta,Girona,1202537
2627,Alquiler,Lleida,1732233
2628,Venta,Tarragona,1706280
2629,Alquiler,Tarragona,395751
2630,Venta,Lleida,1776555
2631,Venta,Lleida,1527618
2632,Venta,Tarragona,880440
2633,Venta,Girona,1994382
2634,Alquiler,Tarragona,2211979
2635,Alquiler,Barcelona,1673607
2636,Venta,Girona,1422537
2637,Alquiler,Girona,696169
2638,Venta,Girona,1456322
2639,Venta,Tarragona,596778
2640,Venta,Girona,1053227
2641,Alquiler,Lleida,2171950
2642,Alquiler,Lleida,1233000
2643,Venta,Barcelona,2205240
2644,Venta,Lleida,1341656
2645,Alquiler,Tarragona,1984808
2646,Alquiler,Barcelona,1705320
2647,Alquiler,Barcelona,1772540
2648,Venta,Girona,1093456
2649,Venta,Tarragona,1324125
2650,Alquiler,Barcelona,1199394
2651,Venta,Tarragona,957264
2652,Venta,Barcelona,643060
2653,Alquiler,Girona,2909412
2654,Venta,Lleida,891136
2655,Alquiler,Barcelona,733236
2656,Alquiler,Barcelona,1622400
2657,Alquiler,Tarragona,1473219
2658,Venta,Tarragona,395149
2659,Alquiler,Tarragona,563762
2660,Venta,Girona,557604
2661,Venta,Lleida,954249
2662,Alquiler,Girona,1041448
2663,Venta,Lleida,1165548
2664,Alquiler,Girona,336043
2665,Venta,Barcelona,2539236
2666,Alquiler,Lleida,853494
2667,Venta,Tarragona,554148
2668,Venta,Girona,889350
2669,Alquiler,Barcelona,1694630
2670,Venta,Lleida,925749
2671,Venta,Barcelona,996096
2672,Alquiler,Barcelona,380280
2673,Venta,Barcelona,760854
2674,Venta,Barcelona,219145
2675,Venta,Girona,2574558
2676,Venta,Lleida,1114940
2677,Venta,Tarragona,1793695
2678,Alquiler,Girona,326598
2679,Venta,Tarragona,1096452
2680,Alquiler,Barcelona,531493
2681,Venta,Lleida,1971501
2682,Alquiler,Barcelona,307744
2683,Alquiler,Barcelona,506252
2684,Alquiler,Girona,498560
2685,Alquiler,Tarragona,1277381
2686,Alquiler,Barcelona,1287428
2687,Venta,Girona,1230240
2688,Venta,Girona,2173169
2689,Venta,Barcelona,2399312
2690,Alquiler,Girona,380072
2691,Alquiler,Tarragona,354853
2692,Venta,Tarragona,1981440
2693,Venta,Lleida,2200452
2694,Venta,Girona,1695948
2695,Venta,Tarragona,2080290
2696,Venta,Barcelona,2977318
2697,Alquiler,Barcelona,403770
2698,Venta,Tarragona,634130
2699,Venta,Girona,1025491
2700,Venta,Girona,1191610
2701,Alquiler,Tarragona,1553772
2702,Venta,Barcelona,2534241
2703,Alquiler,Barcelona,1556282
2704,Alquiler,Tarragona,613251
2705,Alquiler,Lleida,1176480
2706,Venta,Tarragona,351492
2707,Alquiler,Girona,2326346
2708,Alquiler,Girona,1643568
2709,Alquiler,Girona,2445724
2710,Venta,Girona,2153580
2711,Alquiler,Tarragona,348823
2712,Venta,Girona,1994933
2713,Alquiler,Girona,478431
2714,Alquiler,Lleida,1110907
2715,Venta,Lleida,2076480
2716,Alquiler,Tarragona,407114
2717,Venta,Tarragona,1349705
2718,Alquiler,Lleida,770552
2719,Venta,Lleida,918380
2720,Venta,Tarragona,256992
2721,Venta,Barcelona,2180939
2722,Alquiler,Lleida,680606
2723,Venta,Lleida,874256
2724,Alquiler,Tarragona,1299315
2725,Venta,Tarragona,545100
2726,Venta,Tarragona,1580790
2727,Alquiler,Lleida,591325
2728,Venta,Lleida,920490
2729,Venta,Barcelona,583236
2730,Venta,Barcelona,2885316
2731,Venta,Lleida,1239525
2732,Alquiler,Tarragona,482274
2733,Venta,Girona,1967242
2734,Venta,Lleida,1057755
2735,Alquiler,Lleida,1956864
2736,Alquiler,Barcelona,604440
2737,Alquiler,Lleida,535408
2738,Alquiler,Tarragona,779058
2739,Venta,Lleida,2297985
2740,Venta,Barcelona,672192
2741,Venta,Lleida,1298752
2742,Venta,Tarragona,578688
2743,Venta,Tarragona,1728230
2744,Venta,Barcelona,1040252
2745,Venta,Barcelona,1134984
2746,Alquiler,Tarragona,2066688
2747,Venta,Tarragona,579348
2748,Venta,Lleida,1326135
2749,Venta,Lleida,2121278
2750,Alquiler,Barcelona,1262196
2751,Venta,Girona,2242839
2752,Venta,Lleida,1317210
2753,Venta,Barcelona,2001266
2754,Alquiler,Girona,1088616
2755,Venta,Girona,1475172
2756,Alquiler,Tarragona,958608
2757,Venta,Lleida,458346
2758,Alquiler,Lleida,185976
2759,Alquiler,Barcelona,641080
2760,Alquiler,Tarragona,375067
2761,Venta,Tarragona,1819875
2762,Venta,Lleida,1345545
2763,Alquiler,Lleida,976885
2764,Venta,Lleida,1094225
2765,Alquiler,Girona,1519214
2766,Venta,Barcelona,1734264
2767,Venta,Barcelona,1536906
2768,Venta,Girona,1194078
2769,Venta,Girona,2291404
2770,Venta,Girona,496881
2771,Alquiler,Girona,372672
2772,Venta,Barcelona,1536212
2773,Alquiler,Girona,1780199
2774,Venta,Barcelona,1484544
2775,Venta,Girona,2381770
2776,Venta,Tarragona,2072632
2777,Venta,Lleida,949025
2778,Venta,Girona,1658785
2779,Venta,Girona,1242498
2780,Venta,Tarragona,724090
2781,Venta,Barcelona,896532
2782,Venta,Tarragona,985883
2783,Venta,Barcelona,2008176
2784,Venta,Girona,288966
2785,Venta,Tarragona,1015015
2786,Venta,Tarragona,1211427
2787,Alquiler,Barcelona,552476
2788,Alquiler,Girona,777240
2789,Venta,Girona,1565620
2790,Venta,Barcelona,914463
2791,Venta,Lleida,1770503
2792,Venta,Girona,1370500
2793,Venta,Girona,360582
2794,Alquiler,Lleida,2327080
2795,Alquiler,Barcelona,1345213
2796,Venta,Lleida,2096050
2797,Alquiler,Tarragona,1028988
2798,Alquiler,Barcelona,1319336
2799,Venta,Barcelona,2108128
2800,Venta,Tarragona,1794366
2801,Venta,Lleida,594880
2802,Venta,Tarragona,2429752
2803,Alquiler,Lleida,762606
2804,Venta,Girona,1923558
2805,Alquiler,Tarragona,2621925
2806,Venta,Barcelona,1066527
2807,Alquiler,Tarragona,2560527
2808,Venta,Girona,1659742
2809,Alquiler,Lleida,695789
2810,Alquiler,Lleida,1480500
2811,Venta,Tarragona,839630
2812,Venta,Barcelona,1905300
2813,Alquiler,Barcelona,544896
2814,Venta,Girona,1405465
2815,Alquiler,Barcelona,538568
2816,Alquiler,Tarragona,1573514
2817,Venta,Tarragona,224928
2818,Venta,Tarragona,1438866
2819,Venta,Lleida,817156
2820,Venta,Lleida,1215554
2821,Alquiler,Tarragona,961368
2822,Alquiler,Lleida,1162624
2823,Venta,Girona,1210496
2824,Venta,Lleida,2669425
2825,Alquiler,Barcelona,1250172
2826,Venta,Lleida,1300360
2827,Venta,Tarragona,1513765
2828,Alquiler,Girona,1766310
2829,Alquiler,Tarragona,1469446
2830,Alquiler,Tarragona,1318707
2831,Alquiler,Girona,1126944
2832,Alquiler,Lleida,931463
2833,Venta,Tarragona,1661760
2834,Venta,Lleida,1956068
2835,Alquiler,Lleida,529137
2836,Venta,Girona,466850
2837,Alquiler,Girona,379291
2838,Venta,Barcelona,506256
2839,Alquiler,Tarragona,1107301
2840,Alquiler,Barcelona,1167020
2841,Alquiler,Girona,1041625
2842,Alquiler,Lleida,1240925
2843,Alquiler,Girona,660577
2844,Venta,Girona,1843361
2845,Alquiler,Tarragona,887328
2846,Alquiler,Lleida,416997
2847,Alquiler,Tarragona,455499
2848,Alquiler,Girona,1940565
2849,Venta,Barcelona,1638750
2850,Venta,Girona,2267622
2851,Alquiler,Tarragona,567611
2852,Alquiler,Tarragona,2292160
2853,Venta,Girona,1105230
2854,Alquiler,Lleida,400816
2855,Venta,Girona,821889
2856,Alquiler,Barcelona,2569923
2857,Alquiler,Lleida,963459
2858,Alquiler,Lleida,763938
2859,Alquiler,Lleida,294722
2860,Alquiler,Barcelona,354084
2861,Alquiler,Girona,1623600
2862,Venta,Girona,637103
2863,Venta,Lleida,1186380
2864,Alquiler,Girona,1704050
2865,Venta,Lleida,1427004
2866,Alquiler,Lleida,1269008
2867,Venta,Lleida,1270256
2868,Alquiler,Barcelona,480600
2869,Alquiler,Barcelona,1357648
2870,Venta,Lleida,2345364
2871,Venta,Lleida,1516293
2872,Venta,Barcelona,1262624
2873,Venta,Girona,342705
2874,Alquiler,Girona,1607710
2875,Venta,Girona,722013
2876,Alquiler,Barcelona,799356
2877,Venta,Girona,950832
2878,Venta,Lleida,1355805
2879,Alquiler,Lleida,1767345
2880,Venta,Girona,815467
2881,Venta,Tarragona,238975
2882,Venta,Barcelona,407610
2883,Alquiler,Lleida,2565285
2884,Alquiler,Lleida,1414140
2885,Alquiler,Girona,850029
2886,Alquiler,Girona,265289
2887,Alquiler,Barcelona,1197390
2888,Alquiler,Lleida,1071515
2889,Venta,Barcelona,449064
2890,Alquiler,Lleida,936672
2891,Venta,Barcelona,2517034
2892,Alquiler,Lleida,1464192
2893,Alquiler,Lleida,934200
2894,Venta,Tarragona,1014196
2895,Alquiler,Lleida,979056
2896,Alquiler,Girona,1058832
2897,Alquiler,Tarragona,1771492
2898,Venta,Girona,1045905
2899,Venta,Girona,344811
2900,Venta,Tarragona,598290
2901,Venta,Girona,563760
2902,Venta,Barcelona,1370911
2903,Alquiler,Girona,1454836
2904,Alquiler,Tarragona,1239672
2905,Alquiler,Lleida,720278
2906,Alquiler,Tarragona,879366
2907,Alquiler,Lleida,669056
2908,Alquiler,Tarragona,2081868
2909,Alquiler,Tarragona,1166375
2910,Alquiler,Lleida,1234032
2911,Venta,Lleida,2102174
2912,Venta,Barcelona,1008176
2913,Alquiler,Tarragona,282405
2914,Venta,Barcelona,1635030
2915,Venta,Tarragona,1185536
2916,Venta,Lleida,1820285
2917,Alquiler,Barcelona,1045233
2918,Venta,Lleida,327271
2919,Alquiler,Girona,831204
2920,Alquiler,Girona,360822
2921,Venta,Tarragona,288360
2922,Alquiler,Tarragona,519365
2923,Alquiler,Tarragona,890925
2924,Venta,Barcelona,367206
2925,Alquiler,Tarragona,1165649
2926,Venta,Lleida,1095786
2927,Venta,Lleida,1467360
2928,Alquiler,Lleida,1239700
2929,Venta,Girona,643290
2930,Venta,Barcelona,1847590
2931,Venta,Lleida,707350
2932,Venta,Girona,353628
2933,Venta,Barcelona,1752093
2934,Alquiler,Lleida,1169088
2935,Venta,Barcelona,883446
2936,Venta,Girona,905600
2937,Venta,Tarragona,1078668
2938,Venta,Barcelona,1274218
2939,Venta,Barcelona,789976
2940,Venta,Barcelona,2474220
2941,Alquiler,Lleida,684110
2942,Venta,Barcelona,2198403
2943,Alquiler,Girona,1130424
2944,Alquiler,Girona,693543
2945,Venta,Lleida,1323280
2946,Venta,Barcelona,1367100
2947,Alquiler,Girona,1186524
2948,Alquiler,Lleida,450336
2949,Alquiler,Tarragona,1270908
2950,Venta,Tarragona,1045317
2951,Alquiler,Lleida,2133204
2952,Alquiler,Girona,1528088
2953,Venta,Barcelona,1255595
2954,Alquiler,Lleida,774144
2955,Alquiler,Girona,432411
2956,Venta,Tarragona,258030
2957,Alquiler,Girona,1059956
2958,Alquiler,Lleida,888335
2959,Venta,Girona,575640
2960,Alquiler,Tarragona,2170622
2961,Venta,Lleida,1696149
2962,Venta,Tarragona,1077196
2963,Venta,Tarragona,1246058
2964,Venta,Barcelona,752896
2965,Alquiler,Barcelona,679140
2966,Venta,Barcelona,305128
2967,Venta,Lleida,1094940
2968,Venta,Girona,703159
2969,Alquiler,Barcelona,1385200
2970,Alquiler,Barcelona,2797092
2971,Alquiler,Tarragona,1185790
2972,Venta,Barcelona,1295914
2973,Venta,Girona,1559800
2974,Alquiler,Tarragona,1482068
2975,Alquiler,Tarragona,249072
2976,Alquiler,Lleida,1957960
2977,Venta,Tarragona,1377210
2978,Alquiler,Girona,1147144
2979,Alquiler,Barcelona,1957200
2980,Alquiler,Barcelona,1421056
2981,Alquiler,Barcelona,339192
2982,Alquiler,Girona,670310
2983,Venta,Tarragona,910563
2984,Venta,Barcelona,1407200
2985,Venta,Barcelona,2244066
2986,Alquiler,Tarragona,1408680
2987,Alquiler,Tarragona,1492656
2988,Venta,Girona,1079670
2989,Venta,Barcelona,247584
2990,Venta,Barcelona,562394
2991,Venta,Lleida,776245
2992,Alquiler,Barcelona,835600
2993,Venta,Tarragona,1794927
2994,Venta,Barcelona,1997436
2995,Venta,Lleida,1844190
2996,Venta,Tarragona,903960
2997,Alquiler,Girona,789738
2998,Venta,Barcelona,1403631
2999,Alquiler,Tarragona,1112631
3000,Alquiler,Lleida,1993446
3001,Alquiler,Girona,2041006
3002,Alquiler,Girona,709760
3003,Alquiler,Girona,2086368
3004,Alquiler,Girona,651360
3005,Alquiler,Girona,913449
3006,Alquiler,Girona,2673000
3007,Alquiler,Girona,1882433
3008,Venta,Tarragona,645250
3009,Alquiler,Girona,1751124
3010,Alquiler,Tarragona,1646624
3011,Venta,Lleida,1295840
3012,Venta,Barcelona,1245165
3013,Venta,Lleida,1309365
3014,Alquiler,Lleida,333312
3015,Alquiler,Tarragona,667520
3016,Alquiler,Barcelona,1060488
3017,Venta,Lleida,483828
3018,Alquiler,Tarragona,478272
3019,Venta,Girona,1399264
3020,Alquiler,Girona,1321161
3021,Alquiler,Barcelona,906830
3022,Alquiler,Lleida,592030
3023,Alquiler,Tarragona,1725087
3024,Alquiler,Lleida,2662784
3025,Alquiler,Lleida,821748
3026,Alquiler,Lleida,1335499
3027,Venta,Girona,2398617
3028,Venta,Lleida,486416
3029,Alquiler,Girona,429730
3030,Alquiler,Lleida,904344
3031,Venta,Tarragona,643200
3032,Venta,Girona,571676
3033,Venta,Lleida,885960
3034,Alquiler,Lleida,1520119
3035,Alquiler,Tarragona,1895036
3036,Venta,Barcelona,1022140
3037,Alquiler,Tarragona,862634
3038,Alquiler,Barcelona,1156990
3039,Alquiler,Lleida,1108128
3040,Venta,Tarragona,713250
3041,Venta,Barcelona,610816
3042,Venta,Lleida,709596
3043,Venta,Lleida,1635413
3044,Alquiler,Barcelona,1296258
3045,Venta,Barcelona,1077858
3046,Alquiler,Barcelona,1880032
3047,Venta,Lleida,1934080
3048,Venta,Girona,269724
3049,Venta,Barcelona,440500
3050,Venta,Barcelona,1369333
3051,Venta,Girona,1965472
3052,Venta,Girona,1425488
3053,Venta,Lleida,896800
3054,Venta,Tarragona,2204352
3055,Alquiler,Barcelona,511700
3056,Venta,Barcelona,1578675
3057,Alquiler,Lleida,730452
3058,Alquiler,Lleida,2797050
3059,Alquiler,Barcelona,2427311
3060,Alquiler,Girona,932292
3061,Venta,Tarragona,373240
3062,Alquiler,Barcelona,537825
3063,Venta,Barcelona,761520
3064,Venta,Tarragona,1486030
3065,Alquiler,Girona,968243
3066,Venta,Barcelona,1856000
3067,Alquiler,Barcelona,814380
3068,Venta,Tarragona,1230684
3069,Venta,Girona,1857735
3070,Alquiler,Tarragona,1360268
3071,Alquiler,Girona,2291421
3072,Venta,Tarragona,1598664
3073,Alquiler,Barcelona,885969
3074,Venta,Girona,485240
3075,Alquiler,Tarragona,2143368
3076,Alquiler,Lleida,1570624
3077,Venta,Barcelona,1517889
3078,Alquiler,Girona,1047917
3079,Alquiler,Girona,393736
3080,Alquiler,Tarragona,1491920
3081,Alquiler,Barcelona,1420132
3082,Venta,Girona,1511944
3083,Alquiler,Girona,569098
3084,Alquiler,Barcelona,784080
3085,Venta,Tarragona,657270
3086,Venta,Lleida,268332
3087,Venta,Lleida,1677492
3088,Venta,Girona,1494204
3089,Venta,Tarragona,2321325
3090,Venta,Tarragona,1896340
3091,Alquiler,Barcelona,1788885
3092,Venta,Tarragona,1554336
3093,Alquiler,Tarragona,1086478
3094,Alquiler,Girona,302100
3095,Venta,Lleida,2189122
3096,Alquiler,Tarragona,1014928
3097,Alquiler,Barcelona,381254
3098,Alquiler,Barcelona,2563064
3099,Venta,Barcelona,1445090
3100,Venta,Lleida,2148783
3101,Alquiler,Lleida,1295712
3102,Venta,Barcelona,921827
3103,Alquiler,Tarragona,915936
3104,Alquiler,Tarragona,659808
3105,Alquiler,Girona,1636700
3106,Alquiler,Girona,997776
3107,Alquiler,Girona,1065995
3108,Alquiler,Tarragona,599604
3109,Alquiler,Girona,301346
3110,Venta,Barcelona,860676
3111,Venta,Barcelona,684356
3112,Alquiler,Barcelona,1005648
3113,Alquiler,Barcelona,1045486
3114,Venta,Lleida,1528906
3115,Venta,Lleida,285136
3116,Venta,Girona,1431040
3117,Venta,Tarragona,2449082
3118,Venta,Barcelona,952929
3119,Alquiler,Lleida,1746420
3120,Alquiler,Tarragona,2658076
3121,Venta,Barcelona,496020
3122,Venta,Tarragona,185010
3123,Alquiler,Girona,2154096
3124,Venta,Barcelona,688058
3125,Venta,Tarragona,2902284
3126,Alquiler,Lleida,523802
3127,Venta,Lleida,1817442
3128,Alquiler,Girona,1050664
3129,Alquiler,Tarragona,443362
3130,Venta,Lleida,839913
3131,Venta,Barcelona,521910
3132,Alquiler,Barcelona,519023
3133,Venta,Tarragona,1468740
3134,Alquiler,Lleida,1048714
3135,Venta,Barcelona,417626
3136,Alquiler,Girona,268488
3137,Alquiler,Tarragona,1108604
3138,Alquiler,Tarragona,2357240
3139,Alquiler,Girona,1248072
3140,Alquiler,Girona,1708434
3141,Alquiler,Lleida,802393
3142,Venta,Girona,979183
3143,Alquiler,Girona,1978848
3144,Venta,Girona,1789866
3145,Alquiler,Girona,1568610
3146,Venta,Girona,1325730
3147,Venta,Tarragona,1855770
3148,Venta,Girona,324648
3149,Venta,Tarragona,1158894
3150,Alquiler,Girona,293303
3151,Venta,Barcelona,260775
3152,Venta,Girona,1040635
3153,Venta,Barcelona,1527516
3154,Venta,Lleida,590785
3155,Venta,Lleida,858714
3156,Alquiler,Barcelona,435670
3157,Venta,Barcelona,1127274
3158,Venta,Tarragona,305945
3159,Venta,Lleida,992698
3160,Venta,Lleida,648092
3161,Venta,Barcelona,2186658
3162,Alquiler,Girona,973206
3163,Venta,Tarragona,1175040
3164,Venta,Lleida,1433796
3165,Venta,Barcelona,348696
3166,Alquiler,Lleida,738700
3167,Venta,Lleida,1374975
3168,Alquiler,Lleida,2066100
3169,Venta,Lleida,1576848
3170,Venta,Girona,684588
3171,Venta,Girona,1478573
3172,Venta,Barcelona,1395837
3173,Alquiler,Girona,520384
3174,Alquiler,Tarragona,1780812
3175,Alquiler,Girona,825759
3176,Venta,Girona,801408
3177,Alquiler,Tarragona,1028074
3178,Alquiler,Tarragona,904935
3179,Venta,Girona,1615068
3180,Alquiler,Girona,957453
3181,Alquiler,Lleida,1587768
3182,Venta,Tarragona,606279
3183,Alquiler,Barcelona,2233602
3184,Venta,Barcelona,1913624
3185,Venta,Lleida,1583686
3186,Alquiler,Girona,1420020
3187,Alquiler,Tarragona,311090
3188,Alquiler,Tarragona,732028
3189,Venta,Barcelona,1324008
3190,Alquiler,Tarragona,1057310
3191,Venta,Barcelona,2439640
3192,Venta,Girona,2019120
3193,Alquiler,Barcelona,397606
3194,Venta,Lleida,1109075
3195,Alquiler,Girona,2075632
3196,Alquiler,Lleida,2262708
3197,Alquiler,Girona,1684340
3198,Alquiler,Tarragona,1859220
3199,Alquiler,Tarragona,181192
3200,Alquiler,Girona,849462
3201,Venta,Barcelona,1360966
3202,Alquiler,Tarragona,1694763
3203,Venta,Lleida,350872
3204,Venta,Girona,870837
3205,Alquiler,Lleida,1622790
3206,Alquiler,Lleida,1195474
3207,Venta,Tarragona,1083261
3208,Alquiler,Lleida,918722
3209,Venta,Tarragona,997968
3210,Alquiler,Girona,601306
3211,Venta,Lleida,425173
3212,Alquiler,Barcelona,503871
3213,Venta,Tarragona,1607588
3214,Venta,Tarragona,522912
3215,Venta,Lleida,319347
3216,Venta,Girona,1020257
3217,Venta,Tarragona,812913
3218,Alquiler,Barcelona,905920
3219,Venta,Lleida,905532
3220,Alquiler,Lleida,1134840
3221,Venta,Girona,1034034
3222,Alquiler,Lleida,949060
3223,Venta,Lleida,1242624
3224,Venta,Tarragona,1456487
3225,Venta,Tarragona,1128390
3226,Venta,Tarragona,720576
3227,Venta,Tarragona,325420
3228,Alquiler,Tarragona,1194342
3229,Alquiler,Barcelona,476784
3230,Alquiler,Barcelona,520672
3231,Venta,Tarragona,306020
3232,Venta,Barcelona,713680
3233,Alquiler,Girona,763983
3234,Alquiler,Tarragona,347776
3235,Alquiler,Girona,2765240
3236,Venta,Lleida,470118
3237,Alquiler,Lleida,726264
3238,Venta,Barcelona,1056714
3239,Alquiler,Tarragona,774792
3240,Alquiler,Tarragona,555013
3241,Alquiler,Barcelona,586920
3242,Venta,Girona,1096470
3243,Alquiler,Lleida,1364690
3244,Alquiler,Barcelona,1800729
3245,Venta,Barcelona,1035648
3246,Venta,Barcelona,940310
3247,Venta,Barcelona,1298025
3248,Venta,Tarragona,192290
3249,Alquiler,Tarragona,1202811
3250,Venta,Girona,366780
3251,Alquiler,Lleida,1966615
3252,Venta,Girona,1389072
3253,Alquiler,Girona,495093
3254,Venta,Girona,1194726
3255,Alquiler,Girona,2010960
3256,Alquiler,Girona,912256
3257,Venta,Barcelona,777868
3258,Alquiler,Lleida,1114746
3259,Alquiler,Lleida,1028676
3260,Venta,Lleida,1674794
3261,Alquiler,Tarragona,1608903
3262,Alquiler,Barcelona,1630569
3263,Alquiler,Tarragona,1475952
3264,Venta,Girona,393057
3265,Alquiler,Tarragona,1925935
3266,Venta,Barcelona,1682346
3267,Alquiler,Barcelona,2908500
3268,Alquiler,Tarragona,1178610
3269,Alquiler,Tarragona,622909
3270,Venta,Tarragona,1056839
3271,Alquiler,Tarragona,1656364
3272,Alquiler,Girona,739872
3273,Venta,Lleida,898209
3274,Venta,Barcelona,417564
3275,Venta,Girona,591004
3276,Venta,Lleida,1802156
3277,Alquiler,Barcelona,725474
3278,Venta,Lleida,845640
3279,Venta,Tarragona,761536
3280,Alquiler,Girona,2336340
3281,Alquiler,Barcelona,1296900
3282,Venta,Girona,2384334
3283,Venta,Lleida,1517292
3284,Alquiler,Tarragona,631057
3285,Alquiler,Barcelona,2490587
3286,Alquiler,Tarragona,443460
3287,Alquiler,Barcelona,2065357
3288,Venta,Lleida,2914416
3289,Alquiler,Lleida,1147000
3290,Venta,Lleida,1567834
3291,Alquiler,Tarragona,787400
3292,Alquiler,Girona,1028159
3293,Alquiler,Girona,818176
3294,Venta,Girona,1088181
3295,Venta,Barcelona,414829
3296,Alquiler,Lleida,1497132
3297,Venta,Tarragona,2689434
3298,Alquiler,Girona,1224850
3299,Alquiler,Girona,881868
3300,Alquiler,Lleida,448065
3301,Alquiler,Tarragona,2179125
3302,Alquiler,Barcelona,916229
3303,Venta,Girona,1270400
3304,Venta,Tarragona,1026508
3305,Venta,Lleida,1760000
3306,Venta,Girona,1533077
3307,Venta,Tarragona,1180036
3308,Venta,Tarragona,760620
3309,Alquiler,Tarragona,825430
3310,Alquiler,Tarragona,830830
3311,Alquiler,Tarragona,2129576
3312,Alquiler,Tarragona,1297780
3313,Venta,Barcelona,1808512
3314,Venta,Tarragona,1386892
3315,Alquiler,Barcelona,1063902
3316,Venta,Girona,1804088
3317,Alquiler,Lleida,394250
3318,Venta,Tarragona,540018
3319,Alquiler,Tarragona,293172
3320,Alquiler,Barcelona,607014
3321,Venta,Barcelona,180048
3322,Venta,Barcelona,2686236
3323,Venta,Barcelona,807432
3324,Alquiler,Tarragona,463424
3325,Alquiler,Barcelona,2078216
3326,Alquiler,Barcelona,999005
3327,Venta,Lleida,355135
3328,Venta,Barcelona,2517504
3329,Venta,Barcelona,612568
3330,Venta,Girona,845790
3331,Venta,Lleida,1031320
3332,Alquiler,Lleida,1450644
3333,Alquiler,Girona,454080
3334,Venta,Tarragona,740688
3335,Alquiler,Barcelona,397408
3336,Venta,Lleida,2140712
